Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
1185,Timber,5,4,1987,33,1,1,1,3,1,TA,5,Typ,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,5,WD,186700,In portafolio,35133
1186,Edwards,5,7,2003,17,5,1,0,4,1,TA,7,Typ,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,3,WD,104900,In portafolio,9738
1187,OldTown,3,5,2016,4,1,2,0,3,2,TA,7,Typ,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,8,WD,95000,Sold,10615
1188,NoRidge,8,5,1983,37,2,2,0,2,1,Gd,5,Typ,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,7,WD,262000,In portafolio,12461
1189,CollgCr,7,5,1984,36,5,2,1,3,1,Gd,7,Typ,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,7,WD,195000,In portafolio,8935
1190,Gilbert,7,5,1982,38,5,2,1,3,1,Gd,7,Typ,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,6,WD,189000,Sold,7500
1191,Mitchel,4,4,2020,0,2,1,0,3,1,TA,7,Typ,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,3,WD,168000,Sold,32463
1192,Somerst,8,5,1984,36,3,2,1,2,1,Gd,5,Typ,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,11,WD,174000,In portafolio,2645
1193,OldTown,5,8,1982,38,5,1,0,3,1,Gd,6,Typ,Unf,1,250,TA,Fa,P,0,0,84,0,0,0,7,WD,125000,In portafolio,9600
1194,Mitchel,6,5,1980,40,2,2,0,2,1,TA,5,Typ,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,6,WD,165000,Sold,4500
1195,Sawyer,6,7,1991,29,4,1,1,4,1,TA,7,Typ,Fin,1,299,TA,TA,Y,379,36,0,0,0,0,3,WD,158000,Sold,9364
1196,Gilbert,6,5,1992,28,4,2,1,3,1,Gd,8,Typ,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,7,WD,176000,Sold,8029
1197,Gilbert,7,5,2019,1,4,2,1,4,1,Gd,9,Typ,Fin,3,660,TA,TA,Y,100,17,0,0,0,0,11,New,219210,Sold,14054
1198,OldTown,7,6,2000,20,5,1,0,3,1,TA,7,Typ,Unf,1,225,TA,TA,Y,0,0,330,0,0,0,7,ConLw,144000,Sold,8850
1199,CollgCr,7,5,2017,3,2,2,0,3,1,Gd,6,Typ,RFn,2,573,TA,TA,Y,356,0,0,0,0,0,6,WD,178000,Sold,9100
1200,Sawyer,4,5,1988,32,2,1,1,3,1,TA,6,Typ,Unf,2,459,TA,TA,Y,0,82,0,0,0,0,10,WD,148000,Sold,11235
1201,NAmes,4,5,2018,2,2,1,0,3,1,TA,5,Typ,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,7,Oth,116050,Sold,9353
1202,CollgCr,7,5,2016,4,5,2,1,3,1,Gd,6,Typ,RFn,2,546,TA,TA,Y,198,36,0,0,0,0,3,WD,197900,Sold,10400
1203,BrkSide,5,8,2015,5,4,1,0,3,1,TA,5,Typ,Unf,1,216,TA,TA,N,0,0,208,0,0,0,5,WD,117000,In portafolio,6000
1204,CollgCr,7,5,1992,28,2,2,0,3,1,Gd,6,Typ,Unf,2,451,TA,TA,Y,74,234,0,0,0,0,10,WD,213000,Sold,9750
1205,NWAmes,5,6,2015,5,5,1,1,3,1,TA,6,Typ,RFn,2,495,TA,TA,Y,0,88,0,0,0,0,7,WD,153500,In portafolio,10140
1206,SawyerW,7,7,2002,18,2,2,0,3,1,Gd,7,Typ,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,6,WD,271900,In portafolio,14684
1207,SawyerW,4,4,2011,9,4,1,0,2,1,TA,5,Typ,Unf,1,384,TA,TA,Y,0,42,0,0,0,0,11,WD,107000,In portafolio,8900
1208,CollgCr,6,5,2018,2,4,2,0,3,1,Gd,7,Typ,RFn,2,544,TA,TA,Y,192,23,0,0,0,0,5,WD,200000,Sold,9135
1209,NAmes,5,7,1989,31,2,1,0,3,1,TA,6,Typ,Unf,2,506,TA,TA,Y,0,0,0,0,0,0,10,WD,140000,Sold,7763
1210,Somerst,8,5,2003,17,2,2,0,3,1,Gd,8,Typ,RFn,2,500,TA,TA,Y,322,50,0,0,0,0,5,New,290000,In portafolio,10182
1211,SawyerW,6,5,2019,1,4,2,1,3,1,Gd,8,Typ,RFn,2,462,TA,TA,Y,635,104,0,0,0,400,5,WD,189000,Sold,11218
1212,Gilbert,8,7,2008,12,3,2,0,4,1,TA,8,Typ,RFn,2,492,TA,TA,Y,325,12,0,0,0,0,6,WD,164000,Sold,12134
1213,Edwards,4,6,1998,22,2,1,0,2,1,TA,4,Typ,Unf,1,234,TA,TA,N,0,113,0,0,0,0,8,WD,113000,In portafolio,9340
1214,Sawyer,4,9,2018,2,3,0,0,0,1,TA,3,Typ,Unf,1,364,TA,TA,Y,88,0,0,0,0,0,5,WD,145000,Sold,10246
1215,NAmes,5,5,1996,24,3,1,0,3,1,TA,6,Typ,Unf,1,300,TA,TA,Y,150,72,0,0,0,0,5,WD,134500,Sold,10205
1216,Sawyer,5,5,2008,12,2,1,0,3,1,TA,5,Typ,RFn,1,384,TA,TA,Y,0,0,0,0,0,0,5,WD,125000,In portafolio,7094
1217,Sawyer,6,5,1989,31,4,2,0,4,2,TA,8,Typ,Unf,2,539,TA,TA,Y,0,0,0,0,0,0,4,WD,112000,In portafolio,8930
1218,Somerst,8,5,1985,35,1,2,0,3,1,Gd,6,Typ,RFn,2,552,TA,TA,Y,135,112,0,0,0,0,9,New,229456,Sold,8640
1219,BrkSide,4,5,1983,37,4,1,0,2,1,TA,3,Typ,NA,0,0,NA,NA,N,0,0,0,0,0,0,7,WD,80500,Sold,6240
1220,BrDale,6,5,2001,19,3,1,1,3,1,TA,7,Typ,NA,0,0,NA,NA,N,201,0,0,0,0,0,4,WD,91500,Sold,1680
1221,NAmes,5,5,2004,16,3,1,0,2,1,TA,5,Typ,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,11,WD,115000,In portafolio,7800
1222,Sawyer,5,5,2010,10,5,1,0,3,1,TA,5,Typ,Unf,1,322,TA,TA,Y,0,63,0,0,0,0,8,WD,134000,In portafolio,8250
1223,NAmes,6,6,1997,23,2,2,0,3,1,TA,7,Typ,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,1,WD,143000,In portafolio,10496
1224,NAmes,5,3,1997,23,5,2,0,4,1,TA,7,Mod,Unf,2,528,TA,TA,Y,0,30,0,0,0,0,10,WD,137900,Sold,10680
1225,Gilbert,7,5,2004,16,5,2,1,3,1,Gd,8,Typ,Fin,2,388,TA,TA,Y,100,75,0,0,0,0,2,WD,184000,Sold,15384
1226,NAmes,6,8,1996,24,3,1,0,3,1,TA,6,Typ,RFn,1,264,TA,TA,Y,224,0,0,0,0,0,6,WD,145000,In portafolio,10482
1227,Somerst,6,5,2003,17,1,2,1,4,1,Gd,9,Typ,Fin,3,668,TA,TA,Y,100,18,0,0,0,0,1,WD,214000,Sold,14598
1228,NAmes,5,8,1988,32,4,1,0,2,1,Gd,5,Typ,Unf,2,576,TA,TA,Y,0,240,0,0,0,0,12,WD,147000,In portafolio,8872
1229,NridgHt,9,5,1981,39,4,1,1,1,1,Ex,7,Typ,Fin,3,1052,TA,TA,Y,0,72,0,0,224,0,10,New,367294,Sold,8769
1230,NAmes,5,5,2005,15,5,2,0,4,1,TA,7,Maj1,Unf,1,404,TA,TA,Y,0,0,0,0,0,0,8,WD,127000,In portafolio,7910
1231,Sawyer,5,5,2020,0,5,2,2,4,2,TA,12,Typ,RFn,2,600,TA,TA,N,155,24,145,0,0,8300,8,WD,190000,In portafolio,18890
1232,NAmes,5,6,1985,35,4,1,0,3,1,TA,6,Typ,Unf,2,540,TA,TA,Y,0,18,0,0,0,0,5,WD,132500,In portafolio,7728
1233,NAmes,4,5,1993,27,2,2,0,2,2,TA,6,Typ,Unf,2,462,TA,TA,Y,0,0,0,0,0,0,3,WD,101800,In portafolio,9842
1234,NAmes,5,5,1986,34,1,1,0,3,1,TA,6,Typ,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,5,COD,142000,In portafolio,12160
1235,SWISU,5,6,2003,17,4,1,1,4,1,TA,7,Typ,NA,0,0,NA,NA,N,0,192,0,0,0,0,11,WD,130000,Sold,8525
1236,Crawfor,5,5,2018,2,3,1,1,4,1,TA,9,Typ,Unf,1,180,Fa,Fa,N,203,40,0,0,0,0,7,WD,138887,Sold,13132
1237,NridgHt,7,5,1995,25,4,2,1,2,1,Gd,6,Typ,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,6,WD,175500,In portafolio,2628
1238,CollgCr,7,5,2006,14,2,2,1,4,1,Gd,8,Typ,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,9,WD,195000,In portafolio,12393
1239,SawyerW,6,5,1986,34,5,1,1,3,1,TA,6,Typ,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,3,WD,142500,Sold,13072
1240,Timber,8,5,2019,1,4,2,0,2,1,Ex,6,Typ,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,12,WD,265900,Sold,9037
1241,CollgCr,7,5,2016,4,2,2,1,3,1,Gd,8,Typ,RFn,2,543,TA,TA,Y,0,63,0,0,0,0,7,WD,224900,Sold,8158
1242,Somerst,7,6,2016,4,1,2,0,3,1,Gd,7,Typ,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,6,New,248328,Sold,9849
1243,NWAmes,7,6,2008,12,2,2,0,3,1,Gd,6,Typ,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,1,WD,170000,Sold,10625
1244,NridgHt,10,5,2020,0,1,2,1,2,1,Ex,7,Typ,Fin,3,850,TA,TA,Y,216,229,0,0,0,0,9,New,465000,In portafolio,13891
1245,Crawfor,8,7,2018,2,3,1,0,3,1,Gd,7,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,6,WD,230000,Sold,11435
1246,NWAmes,6,7,1981,39,1,3,1,3,1,TA,7,Typ,Fin,2,477,TA,TA,Y,268,112,0,0,147,0,1,WD,178000,Sold,12090
1247,Somerst,7,5,1989,31,3,2,1,3,1,Gd,6,Typ,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,3,New,186500,In portafolio,8125
1248,Mitchel,6,5,1984,36,5,1,0,3,1,TA,6,Typ,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,5,WD,169900,Sold,12328
1249,OldTown,6,5,2020,0,4,1,1,3,1,TA,8,Typ,Unf,2,396,Fa,Fa,P,0,0,259,0,0,0,4,WD,129500,In portafolio,9600
1250,NAmes,5,7,1993,27,3,1,0,3,1,TA,6,Typ,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,5,WD,119000,Sold,7200
1251,NAmes,7,5,2011,9,4,2,1,3,1,Ex,8,Typ,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,4,WD,244000,In portafolio,11160
1252,NridgHt,7,5,2012,8,4,2,0,2,1,Gd,6,Typ,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,3,WD,171750,In portafolio,3136
1253,Mitchel,5,6,2005,15,3,1,0,3,1,TA,5,Typ,RFn,1,288,TA,TA,Y,33,0,0,0,0,600,11,WD,130000,Sold,9858
1254,Veenker,7,7,2002,18,1,2,1,3,1,Gd,9,Typ,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,7,WD,294000,In portafolio,17542
1255,Edwards,7,5,1992,28,2,2,1,3,1,Gd,7,Typ,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,7,WD,165400,In portafolio,6931
1256,BrkSide,6,6,1996,24,2,1,0,3,1,TA,6,Typ,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,11,WD,127500,In portafolio,6240
1257,NoRidge,8,5,1981,39,1,2,0,2,1,Gd,7,Typ,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,8,WD,301500,In portafolio,14303
1258,Edwards,5,8,1985,35,4,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,Y,0,96,0,0,0,0,7,WD,99900,In portafolio,4060
1259,Gilbert,7,5,2008,12,5,2,0,2,1,Gd,5,Typ,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,7,WD,190000,In portafolio,9587
1260,NAmes,6,8,1990,30,2,1,1,3,1,TA,6,Typ,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,7,WD,151000,Sold,9750
1261,Gilbert,6,5,1983,37,2,2,1,3,1,TA,7,Typ,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,6,WD,181000,In portafolio,24682
1262,NAmes,5,6,1989,31,2,1,0,2,1,TA,5,Typ,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,6,WD,128900,In portafolio,9600
1263,ClearCr,4,5,1988,32,3,1,0,5,1,TA,8,Min2,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,11,WD,161500,Sold,11250
1264,BrkSide,6,6,2007,13,1,1,0,3,1,TA,8,Typ,Unf,2,520,TA,TA,N,0,0,126,0,0,0,7,WD,180500,Sold,13515
1265,NAmes,6,5,1992,28,1,2,0,2,1,Gd,5,Typ,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,8,COD,181000,Sold,4060
1266,Somerst,7,5,2015,5,2,2,1,3,1,Gd,6,Typ,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,3,WD,183900,In portafolio,3735
1267,OldTown,7,4,2017,3,1,1,1,4,2,TA,9,Typ,Unf,1,308,TA,TA,N,0,0,264,0,0,0,1,WD,122000,Sold,10120
1268,Timber,9,5,2013,7,4,2,0,3,1,Ex,10,Typ,Fin,3,746,TA,TA,Y,144,76,0,0,0,0,5,WD,378500,Sold,13214
1269,Crawfor,8,9,1980,40,4,3,1,4,1,Gd,11,Typ,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,5,WD,381000,Sold,14100
1270,NAmes,5,5,2009,11,1,1,1,3,1,TA,7,Typ,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,7,WD,144000,Sold,11344
1271,ClearCr,7,6,2018,2,5,0,1,0,1,Gd,4,Typ,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,4,WD,260000,Sold,23595
1272,NWAmes,6,7,1991,29,4,2,0,3,1,Gd,7,Typ,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,8,WD,185750,Sold,9156
1273,Sawyer,5,6,2001,19,2,1,0,3,1,TA,5,Typ,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,11,WD,137000,Sold,13526
1274,Edwards,6,7,1983,37,1,1,0,2,1,Ex,5,Typ,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,5,WD,177000,In portafolio,11512
1275,Crawfor,5,6,1989,31,5,2,0,3,1,TA,8,Typ,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,11,WD,139000,In portafolio,5362
1276,NAmes,5,5,1998,22,1,2,0,4,2,TA,10,Typ,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,7,WD,137000,Sold,11345
1277,NWAmes,6,6,2019,1,3,1,1,3,1,TA,6,Typ,Unf,2,497,TA,TA,Y,294,116,0,0,0,0,12,WD,162000,Sold,12936
1278,NWAmes,6,5,2005,15,1,1,1,3,1,TA,7,Typ,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,6,WD,197900,Sold,17871
1279,CollgCr,8,5,2014,6,1,2,1,3,1,Gd,7,Typ,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,3,WD,237000,Sold,9473
1280,IDOTRR,4,4,2015,5,3,1,0,2,1,TA,6,Typ,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,4,COD,68400,In portafolio,7500
1281,CollgCr,7,5,2009,11,2,2,0,3,1,Gd,6,Typ,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,3,WD,227000,Sold,9808
1282,Timber,7,5,1988,32,1,2,0,2,1,TA,6,Typ,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,7,WD,180000,In portafolio,8049
1283,CollgCr,5,7,1999,21,1,2,0,3,1,Gd,5,Typ,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,9,WD,150500,Sold,8800
1284,Mitchel,6,5,1988,32,2,2,2,4,2,TA,8,Typ,NA,0,0,NA,NA,Y,128,0,0,0,0,0,4,WD,139000,Sold,9400
1285,SWISU,6,7,2005,15,2,2,0,4,1,Gd,10,Min2,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,3,WD,169000,Sold,9638
1286,BrkSide,6,6,2002,18,4,1,0,4,1,TA,6,Typ,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,5,WD,132500,Sold,6000
1287,NWAmes,6,5,1996,24,2,1,1,3,1,TA,6,Typ,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,6,WD,143000,In portafolio,9790
1288,ClearCr,5,5,2008,12,3,2,0,4,1,TA,7,Typ,Unf,2,390,TA,TA,N,168,198,0,0,0,0,6,WD,190000,Sold,36500
1289,StoneBr,8,5,1984,36,5,2,0,2,1,Ex,5,Typ,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,10,WD,278000,In portafolio,5664
1290,NridgHt,8,5,2002,18,2,2,1,3,1,Ex,8,Typ,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,10,New,281000,In portafolio,11065
1291,NAmes,5,7,1995,25,1,1,0,3,1,TA,6,Typ,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,4,WD,180500,Sold,14112
1292,BrDale,5,7,1997,23,3,2,1,3,1,TA,6,Typ,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,2,WD,119500,Sold,1680
1293,OldTown,5,4,1980,40,4,2,0,4,2,TA,11,Min2,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,12,WD,107500,Sold,6600
1294,NWAmes,7,5,1998,22,1,2,1,4,1,TA,8,Typ,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,3,WD,162900,Sold,10140
1295,Edwards,5,7,1993,27,1,1,0,2,1,TA,5,Typ,Unf,2,572,TA,TA,N,0,0,0,0,0,0,4,WD,115000,In portafolio,8172
1296,NAmes,5,5,1981,39,4,1,1,3,1,TA,5,Typ,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,11,WD,138500,Sold,8400
1297,NAmes,5,6,1985,35,5,2,0,3,1,TA,6,Typ,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,12,WD,155000,Sold,8700
1298,Edwards,6,5,1987,33,1,2,0,2,1,TA,5,Typ,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,6,New,140000,Sold,3675
1299,Edwards,10,5,1981,39,1,2,1,3,1,Ex,12,Typ,Fin,2,1418,TA,TA,Y,214,292,0,0,0,0,1,New,160000,In portafolio,63887
1300,NAmes,5,7,2005,15,5,1,1,3,1,Gd,6,Typ,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,5,WD,154000,Sold,7500
1301,Gilbert,7,5,1982,38,2,2,1,3,1,Gd,9,Typ,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,5,WD,225000,In portafolio,10762
1302,Crawfor,6,7,1995,25,4,1,0,3,1,Gd,7,Typ,Unf,1,213,TA,TA,P,0,0,0,0,224,0,11,WD,177500,In portafolio,7500
1303,NoRidge,8,5,1993,27,2,2,1,4,1,Gd,8,Typ,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,12,WD,290000,Sold,10120
1304,Somerst,7,5,2009,11,2,2,0,3,1,Gd,7,Typ,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,4,WD,232000,In portafolio,8688
1305,Edwards,7,5,2016,4,1,2,0,3,1,Gd,7,Maj1,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,4,WD,130000,Sold,3363
1306,NridgHt,9,5,2012,8,1,2,0,2,1,Ex,6,Typ,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,11,WD,325000,Sold,13173
1307,NridgHt,7,5,2017,3,4,2,0,2,1,Gd,6,Typ,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,9,New,202500,Sold,6955
1308,CollgCr,5,5,2004,16,4,1,0,3,1,TA,5,Typ,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,5,WD,138000,In portafolio,8072
1309,OldTown,5,7,1984,36,1,1,0,2,1,Gd,6,Typ,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,5,WD,147000,Sold,12000
1310,SawyerW,6,5,1984,36,4,2,0,3,1,Gd,6,Typ,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,6,WD,179200,In portafolio,7153
1311,Crawfor,7,8,2016,4,3,2,0,3,1,Ex,7,Typ,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,5,WD,335000,Sold,17500
1312,CollgCr,7,5,2017,3,1,2,0,3,1,Gd,6,Typ,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,1,New,203000,Sold,8814
1313,NoRidge,8,5,2005,15,2,2,1,4,1,Gd,9,Typ,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,6,WD,302000,In portafolio,9572
1314,NoRidge,9,5,1986,34,2,2,1,4,1,Gd,10,Typ,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,5,WD,333168,Sold,14774
1315,Edwards,4,6,2009,11,2,1,0,3,1,TA,5,Typ,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,10,WD,119000,In portafolio,8190
1316,NAmes,6,5,1985,35,4,2,1,4,1,TA,9,Typ,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,6,WD,206900,In portafolio,11075
1317,CollgCr,8,5,2013,7,2,2,0,3,1,Ex,8,Typ,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,1,WD,295493,Sold,10226
1318,Somerst,7,5,2005,15,4,2,0,2,1,Gd,5,Typ,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,4,New,208900,Sold,4230
1319,CollgCr,8,5,1990,30,1,2,0,3,1,Gd,7,Typ,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,8,WD,275000,Sold,14781
1320,Edwards,4,5,2013,7,3,1,0,3,1,TA,5,Typ,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,2,WD,111000,In portafolio,10215
1321,NAmes,6,3,2002,18,1,1,1,3,1,TA,6,Typ,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,6,WD,156500,Sold,8400
1322,BrkSide,3,6,2008,12,3,1,0,2,1,TA,4,Typ,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,7,WD,72500,Sold,6627
1323,NoRidge,7,5,1981,39,1,2,1,3,1,Gd,8,Typ,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,6,WD,190000,In portafolio,10186
1324,BrkSide,4,7,2004,16,2,1,0,2,1,Fa,5,Typ,NA,0,0,NA,NA,Y,164,0,0,0,0,0,12,WD,82500,In portafolio,5330
1325,Somerst,8,5,2010,10,5,2,0,2,1,Gd,7,Typ,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,2,New,147000,Sold,9986
1326,IDOTRR,4,4,1988,32,1,1,0,2,1,TA,5,Typ,NA,0,0,NA,NA,N,0,0,100,0,0,0,1,WD,55000,Sold,3636
1327,Edwards,3,6,2001,19,1,1,0,3,1,Gd,6,Typ,NA,0,0,NA,NA,Y,0,0,286,0,0,0,5,WD,79000,Sold,4270
1328,Mitchel,5,9,2007,13,5,1,0,3,1,Gd,5,Typ,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,10,WD,130500,Sold,6600
1329,OldTown,6,7,2018,2,5,2,0,5,1,TA,8,Mod,Unf,2,520,Fa,TA,Y,0,547,0,0,480,1150,6,WD,256000,Sold,10440
1330,Gilbert,7,5,2004,16,5,2,1,3,1,TA,8,Typ,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,6,WD,176500,Sold,9084
1331,Somerst,8,5,2003,17,1,2,0,3,1,Gd,7,Typ,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,12,WD,227000,In portafolio,10000
1332,CollgCr,5,5,1998,22,2,1,0,3,1,TA,6,Typ,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,7,WD,132500,Sold,10780
1333,Edwards,4,6,1991,29,4,1,0,2,1,TA,3,Typ,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,5,WD,100000,Sold,8877
1334,IDOTRR,5,6,1990,30,4,1,1,2,1,Gd,6,Typ,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,7,WD,125500,Sold,7200
1335,BrDale,5,6,2002,18,5,1,1,3,1,TA,7,Min1,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,5,WD,125000,In portafolio,2368
1336,NWAmes,6,5,2011,9,2,2,0,2,1,TA,6,Typ,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,4,WD,167900,Sold,9650
1337,NWAmes,5,5,1984,36,2,2,0,4,2,TA,8,Typ,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,11,WD,135000,In portafolio,9246
1338,OldTown,4,4,1987,33,4,1,0,2,1,Fa,4,Typ,NA,0,0,NA,NA,N,0,20,0,0,0,0,3,WD,52500,Sold,4118
1339,CollgCr,7,5,1993,27,3,2,1,3,1,Gd,8,Typ,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,6,WD,200000,Sold,13450
1340,CollgCr,5,7,2005,15,4,1,0,3,1,TA,5,Typ,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,6,WD,128500,In portafolio,9560
1341,NAmes,4,5,1999,21,1,1,0,3,1,TA,5,Typ,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,6,WD,123000,Sold,8294
1342,SawyerW,6,5,1990,30,2,1,0,3,1,Gd,6,Typ,Unf,2,576,TA,TA,Y,0,78,0,0,0,0,7,WD,155000,In portafolio,13695
1343,CollgCr,8,5,2013,7,5,2,1,3,1,Gd,7,Typ,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,8,WD,228500,In portafolio,9375
1344,Crawfor,6,6,2015,5,4,1,1,3,1,TA,9,Typ,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,3,WD,177000,Sold,7558
1345,CollgCr,7,5,2017,3,2,2,1,3,1,Gd,8,Typ,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,7,New,155835,Sold,11103
1346,OldTown,4,4,2017,3,5,1,0,2,1,Fa,5,Typ,Unf,1,308,TA,TA,Y,0,0,168,0,0,0,7,WD,108500,Sold,6000
1347,NWAmes,7,7,1988,32,4,2,0,3,1,TA,9,Typ,RFn,2,508,Gd,TA,Y,0,80,0,290,0,0,6,WD,262500,In portafolio,20781
1348,Timber,8,5,2009,11,4,2,0,3,1,Gd,7,Typ,Fin,3,712,TA,TA,Y,0,0,0,0,0,0,5,New,283463,Sold,15306
1349,SawyerW,7,5,2020,0,5,2,0,3,1,Gd,5,Typ,RFn,2,514,TA,TA,Y,402,25,0,0,0,0,8,WD,215000,In portafolio,16196
1350,OldTown,8,5,2020,0,4,2,0,4,1,TA,8,Typ,NA,0,0,NA,NA,Y,0,54,20,0,0,0,12,WD,122000,In portafolio,5250
1351,NAmes,5,5,2008,12,1,2,2,6,2,TA,12,Typ,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,8,WD,200000,In portafolio,11643
1352,NAmes,6,6,1994,26,5,1,1,4,1,TA,8,Typ,Fin,2,490,TA,TA,Y,0,84,0,0,120,0,3,WD,171000,In portafolio,9247
